id,obra,lugar,tipo,región,zona,continente,lat,lng,autor,composición,publicación,Libro
https://www.geonames.org/3030293,La ocasión perdida,Bretaña,región,,Francia,Europa,48.16667,-2.83333,Lope de Vega,c. 1599-­1603 ,1610,Parte II de las comedias de Lope de Vega
https://www.geonames.org/6362996,La ocasión perdida,León,región,,España,Europa,42.57357,-5.56716,Lope de Vega,c. 1599-­1603 ,1610,Parte II de las comedias de Lope de Vega
