id,obra,lugar,tipo,región,zona,continente,lat,lng,autor,composición,publicación,Libro
https://www.geonames.org/3117735,La villana de Getafe,Madrid,ciudad,Castilla,España,Europa,40.4165,-3.70256,Lope de Vega,1609-1614,1620,Parte XIV de las comedias de Lope de Vega 
http://www.geonames.org/6299337,La villana de Getafe,Getafe,ciudad,Castilla,España,Europa,40.29414,-3.72383,Lope de Vega,1609-1614,1620,Parte XIV de las comedias de Lope de Vega 
