id,obra,lugar,tipo,región,zona,continente,lat,lng,autor,composición,publicación,Libro
http://www.geonames.org/2509954,Don Lope de Cardona,Valencia,ciudad,Aragón,España,Europa,39.46975,-0.37739,Lope de Vega,1608-1609,1618,Parte X de las comedias de Lope de Vega
https://www.geonames.org/2523119,Don Lope de Cardona,Sicilia,región,,Italia,Europa,37.75,14.25,Lope de Vega,1608-1609,1618,Parte X de las comedias de Lope de Vega
