id,obra,menciones,lugar,tipo,región,zona,continente,lat,lng,autor,composición,publicación,Libro,género,subgénero
https://pleiades.stoa.org/places/462314,Lo fingido verdadero,1,Mesopotamia,región,,,Asia,33.34058,44.40088,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
https://pleiades.stoa.org/places/678106,Lo fingido verdadero,1,Damasco,ciudad,,Siria,Asia,33.511612,36.309102,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
https://pleiades.stoa.org/places/922695,Lo fingido verdadero,3,Persia,país,,Imperio persa,Asia,29.9353403333,52.889437,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
https://www.geonames.org/2995469,Lo fingido verdadero,1,Marsella,ciudad,,Francia,Europa,43.29695,5.38107,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
https://pleiades.stoa.org/places/502866838,Lo fingido verdadero,70,Roma,ciudad,,Imperio romano,Europa,41.8925745251,12.4847567763,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
https://pleiades.stoa.org/places/550595,Lo fingido verdadero,2,Troya,ciudad,Anatolia,Antigua Grecia,Asia,39.954496182,26.23666572,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
https://pleiades.stoa.org/places/530871,Lo fingido verdadero,1,Epiro,región,,Antigua Grecia,Europa,39.5464840166,20.7877021411,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
https://pleiades.stoa.org/places/570406,Lo fingido verdadero,1,Lacedemonia,región,,Antigua Grecia,Europa,37.075742175,22.4601869,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
https://www.geonames.org/6255147,Lo fingido verdadero,3,Asia,continente,,,,29.84064,89.29688,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
https://www.geonames.org/2510769,Lo fingido verdadero,2,España,país,,,Europa,40.463667,-3.74922,Lope de Vega,1608,1620,Parte X de las comedias de Lope de Vega,Drama,Hagiográfico-legendario
