id,obra,menciones,lugar,tipo,región,zona,continente,lat,lng,autor,composición,publicación,Libro
https://pleiades.stoa.org/places/579885,Laura perseguida,2,Atenas,ciudad,,Antigua Grecia,Europa,37.9727951076,23.726587521,Lope de Vega,1594,1614,Parte cuarta de las comedias de Lope de Vega
https://www.geonames.org/719819,Laura perseguida,2,Hungría,país,,,Europa,47,20,Lope de Vega,1594,1614,Parte cuarta de las comedias de Lope de Vega
https://www.geonames.org/337996,Laura perseguida,1,Etiopía,,,,,9,39.5,Lope de Vega,1594,1614,Parte cuarta de las comedias de Lope de Vega
https://pleiades.stoa.org/places/550595,Laura perseguida,1,Troya,ciudad,Anatolia,Antigua Grecia,Asia,39.954496182,26.23666572,Lope de Vega,1594,1614,Parte cuarta de las comedias de Lope de Vega
https://pleiades.stoa.org/places/29475,Laura perseguida,1,Arabia,región,,,Asia,14.9082523955,45.7590517643,Lope de Vega,1594,1614,Parte cuarta de las comedias de Lope de Vega
https://www.geonames.org/2510769,Laura perseguida,1,España,país,,,Europa,40.463667,-3.74922,Lope de Vega,1594,1614,Parte cuarta de las comedias de Lope de Vega
https://www.geonames.org/3109642,Laura perseguida,1,Santiago de Compostela,ciudad,España,,España,42.88052,-8.54569,Lope de Vega,1594,1614,Parte cuarta de las comedias de Lope de Vega
